,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,class
339,0.384,2,0.168,1,0.533,1,4,1,1,0,0.0,0.0,0.398,0,0
340,0.123,2,0.055,6,0.733,0,5,0,0,0,0.0,0.0,0.398,0,0
341,0.288,2,0.192,9,0.667,1,10,1,0,0,0.073,0.0,0.398,0,1
342,0.26,0,0.072,1,0.533,1,11,1,0,0,0.073,0.0,0.398,0,1
343,0.219,2,0.048,1,0.533,0,7,0,0,0,0.0,0.0,0.194,0,0
344,0.068,0,0.19,5,0.6,0,11,3,1,1,0.0,0.0,0.398,0,0
345,0.356,1,0.155,0,0.8,0,5,0,0,0,0.0,0.0,0.418,0,0
348,0.534,2,0.059,6,0.733,3,4,0,0,0,0.0,0.0,0.245,10,0
349,0.192,2,0.097,0,0.8,0,3,3,0,0,0.0,0.0,0.245,0,0
350,0.219,2,0.071,0,0.8,1,1,1,0,0,0.0,0.0,0.398,0,1
351,0.123,2,0.121,1,0.533,1,4,1,0,0,0.0,0.0,0.398,0,0
352,0.219,2,0.066,0,0.8,1,1,1,0,0,0.0,0.0,0.398,0,1
353,0.397,4,0.215,2,0.4,1,6,1,0,0,0.0,0.0,0.296,0,0
355,0.288,3,0.056,1,0.533,1,0,1,0,0,0.0,0.0,0.398,0,1
356,0.658,2,0.1,2,0.4,6,4,4,4,0,0.0,0.0,0.398,0,0
357,0.315,2,0.056,9,0.667,1,9,1,0,0,0.0,0.0,0.398,0,1
358,0.342,2,0.067,1,0.533,1,0,2,0,1,0.0,0.0,0.347,0,0
359,0.123,1,0.07,4,0.267,1,10,1,0,0,0.0,0.0,0.398,20,0
360,0.26,2,0.227,12,0.333,1,4,2,0,1,0.0,0.0,0.235,0,0
361,0.616,2,0.174,3,0.867,1,3,1,0,0,0.0,0.0,0.398,0,1
362,0.356,2,0.113,0,0.8,1,6,1,0,0,0.0,0.0,0.449,0,0
363,0.356,2,0.109,0,0.8,2,1,0,0,0,0.0,0.359,0.449,0,1
364,0.068,2,0.27,1,0.533,3,5,0,0,0,0.0,0.0,0.551,0,0
365,0.151,2,0.053,1,0.533,1,10,1,0,0,0.0,0.0,0.398,0,0
366,0.534,1,0.115,5,0.6,1,5,1,0,0,0.0,0.0,0.449,0,0
367,0.068,2,0.237,6,0.733,0,5,0,0,1,0.0,0.0,0.143,0,0
368,0.548,2,0.135,0,0.8,2,1,0,0,1,0.0,0.0,0.449,0,1
369,0.301,2,0.318,1,0.533,2,5,4,0,1,0.0,0.0,0.398,0,0
370,0.123,3,0.117,5,0.6,0,0,4,0,1,0.0,0.0,0.143,0,0
371,0.0,2,0.052,2,0.4,0,4,3,0,0,0.0,0.0,0.092,0,0
372,0.315,0,0.116,9,0.667,1,8,1,0,0,0.0,0.0,0.378,0,1
373,0.384,2,0.165,1,0.533,1,8,1,1,0,0.0,0.0,0.398,0,0
374,0.37,2,0.1,1,0.533,0,10,0,1,0,0.0,0.0,0.398,0,0
375,0.041,4,0.229,5,0.6,0,0,3,0,1,0.0,0.0,0.092,0,0
376,0.219,2,0.172,1,0.533,1,10,2,0,1,0.0,0.0,0.398,0,0
377,0.082,2,0.015,5,0.6,0,5,0,0,0,0.0,0.0,0.398,0,0
378,0.397,1,0.046,3,0.867,2,1,0,0,0,0.0,0.0,0.296,0,0
379,0.288,2,0.108,1,0.533,1,5,1,0,0,0.0,0.0,0.5,0,0
380,0.507,2,0.109,1,0.533,2,6,0,0,0,0.0,0.0,0.398,0,0
381,0.397,2,0.137,11,0.133,2,10,0,0,1,0.0,0.537,0.449,0,0
382,0.11,2,0.225,5,0.6,1,10,1,0,0,0.0,0.0,0.398,0,0
383,0.397,2,0.065,5,0.6,2,5,0,0,1,0.0,0.0,0.398,0,0
384,0.26,4,0.07,5,0.6,1,6,2,0,1,0.0,0.0,0.398,0,0
385,0.082,2,0.26,1,0.533,0,4,0,0,1,0.0,0.0,0.245,0,0
386,0.164,2,0.082,1,0.533,4,8,0,0,0,0.0,0.0,0.398,0,0
387,0.37,2,0.101,5,0.6,1,0,2,0,1,0.0,0.554,0.051,0,1
388,0.027,2,0.008,5,0.6,0,0,3,0,1,0.0,0.0,0.153,0,0
389,0.027,2,0.149,1,0.533,0,4,5,0,1,0.0,0.0,0.398,0,0
390,0.247,2,0.14,1,0.533,1,4,2,0,1,0.0,0.0,0.398,0,1
391,0.137,2,0.195,0,0.8,0,10,0,0,0,0.0,0.0,0.5,0,0
392,0.397,1,0.18,6,0.733,4,10,0,0,0,0.0,0.0,0.398,0,0
394,0.233,2,0.124,1,0.533,0,4,0,0,1,0.0,0.0,0.347,0,0
395,0.37,2,0.069,5,0.6,1,9,1,0,0,0.0,0.0,0.398,0,0
396,0.384,2,0.057,5,0.6,2,2,4,0,1,0.0,0.0,0.398,0,0
398,0.11,2,0.05,0,0.8,1,1,1,0,0,0.0,0.0,0.551,0,1
399,0.479,5,0.08,0,0.8,1,1,1,0,0,0.0,0.0,0.5,0,1
400,0.041,2,0.274,5,0.6,0,2,3,0,0,0.0,0.0,0.398,0,0
401,0.151,2,0.064,5,0.6,0,4,0,0,1,0.0,0.0,0.398,0,0
402,0.452,0,0.187,0,0.8,1,11,1,0,0,0.0,0.0,0.398,0,1
403,0.233,2,0.145,9,0.667,2,9,0,0,1,0.0,0.0,0.643,0,0
404,0.151,2,0.104,7,0.2,1,2,1,4,0,0.0,0.5,0.398,5,0
405,0.329,2,0.293,3,0.867,1,1,1,0,0,0.0,0.454,0.653,0,1
406,0.151,2,0.066,1,0.533,1,0,1,0,0,0.0,0.0,0.398,0,0
407,0.397,1,0.206,1,0.533,1,10,1,0,0,0.0,0.0,0.245,0,0
409,0.205,2,0.239,5,0.6,1,1,1,0,0,0.0,0.0,0.5,0,0
410,0.329,4,0.019,5,0.6,2,4,0,1,1,0.0,0.0,0.235,0,0
411,0.096,2,0.155,1,0.533,0,2,4,1,1,0.0,0.0,0.398,0,0
412,0.219,2,0.071,5,0.6,2,1,4,0,1,0.0,0.0,0.398,0,0
413,0.397,2,0.119,8,1.0,1,1,1,0,0,0.15,0.0,0.602,0,1
414,0.192,0,0.693,5,0.6,1,8,1,0,0,0.0,0.0,0.398,0,0
415,0.247,2,0.053,14,0.467,2,10,0,0,0,0.0,0.0,0.5,0,1
416,0.479,2,0.12,15,0.067,1,8,1,0,0,0.0,0.0,0.398,4,0
417,0.178,2,0.28,2,0.4,0,4,3,0,1,0.0,0.0,0.184,0,0
418,0.233,4,0.156,2,0.4,4,8,0,1,0,0.0,0.0,0.398,0,0
419,0.233,0,0.154,1,0.533,2,6,4,0,1,0.0,0.0,0.398,0,0
420,0.041,2,0.033,5,0.6,1,5,1,0,0,0.0,0.0,0.296,0,0
421,0.0,2,0.11,2,0.4,0,2,3,0,0,0.022,0.0,0.173,0,0
422,0.205,0,0.053,0,0.8,1,1,2,0,1,0.0,0.0,0.398,0,1
423,0.164,2,0.119,1,0.533,2,7,0,0,0,0.0,0.0,0.398,0,0
424,0.219,2,0.146,12,0.333,0,10,4,0,1,0.0,0.0,0.347,0,0
425,0.11,2,0.081,1,0.533,1,6,1,0,0,0.0,0.0,0.602,0,0
426,0.26,3,0.164,3,0.867,0,3,0,0,0,0.0,0.323,0.398,0,0
427,0.082,2,0.13,1,0.533,0,2,0,0,0,0.0,0.0,0.724,21,0
428,0.63,5,0.142,1,0.533,1,1,1,0,0,0.0,0.0,0.398,0,1
429,0.411,4,0.186,3,0.867,1,3,1,0,0,0.0,0.0,0.398,0,0
432,0.315,1,0.129,0,0.8,3,3,0,0,1,0.022,0.0,0.398,0,0
433,0.178,2,0.011,6,0.733,1,4,2,0,1,0.0,0.0,0.245,0,1
434,0.137,2,0.07,5,0.6,0,10,3,2,0,0.0,0.455,0.398,11,0
435,0.219,2,0.132,3,0.867,1,3,1,0,0,0.0,0.0,0.5,0,1
436,0.233,4,0.184,1,0.533,0,7,0,1,0,0.006,0.0,0.602,0,0
437,0.233,4,0.07,5,0.6,0,11,0,0,1,0.0,0.0,0.398,0,0
438,0.082,2,0.046,5,0.6,1,0,1,0,0,0.0,0.0,0.398,0,0
439,0.342,4,0.222,5,0.6,1,0,2,0,1,0.0,0.0,0.398,0,0
440,0.164,2,0.238,0,0.8,0,3,0,0,0,0.0,0.0,0.398,0,0
441,0.384,2,0.022,1,0.533,2,0,0,0,1,0.0,0.0,0.276,0,0
442,0.096,3,0.121,1,0.533,0,12,3,0,0,0.0,0.0,0.398,0,0
443,0.37,2,0.07,5,0.6,1,3,1,0,0,0.0,0.0,0.398,0,1
444,0.137,2,0.267,4,0.267,0,10,5,0,0,0.0,0.0,0.398,4,0
445,0.041,2,0.193,5,0.6,0,5,0,0,0,0.0,0.0,0.347,0,0
446,0.37,2,0.188,1,0.533,6,1,4,1,1,0.0,0.0,0.398,0,0
447,0.466,2,0.029,1,0.533,1,10,1,3,0,0.0,0.0,0.398,0,0
448,0.041,2,0.09,1,0.533,1,8,1,0,0,0.0,0.0,0.398,0,0
450,0.027,2,0.131,1,0.533,0,8,3,1,1,0.0,0.0,0.398,0,0
451,0.384,5,0.125,5,0.6,1,10,1,0,0,0.0,0.0,0.551,0,1
452,0.589,2,0.157,1,0.533,1,10,1,0,0,0.0,0.0,0.398,0,1
454,0.37,1,0.15,1,0.533,1,5,2,0,1,0.0,0.0,0.398,0,1
455,0.315,2,0.04,9,0.667,1,8,1,2,0,0.0,0.0,0.398,0,1
456,0.178,2,0.113,1,0.533,1,1,2,0,1,0.0,0.0,0.398,0,0
457,0.288,2,0.229,5,0.6,1,6,1,1,0,0.0,0.0,0.5,0,0
458,0.082,2,0.027,1,0.533,1,6,1,0,0,0.0,0.0,0.602,0,0
460,0.37,2,0.07,6,0.733,0,7,3,0,0,0.0,0.0,0.398,0,0
461,0.507,4,0.187,1,0.533,1,6,1,1,0,0.0,0.0,0.398,0,0
462,0.205,2,0.081,0,0.8,1,3,1,0,0,0.0,0.0,0.5,0,0
463,0.452,2,0.122,15,0.067,3,10,4,0,0,0.0,0.0,0.398,0,0
464,0.096,2,0.106,0,0.8,0,9,0,0,1,0.0,0.0,0.194,0,0
465,0.274,2,0.077,1,0.533,1,0,2,0,1,0.0,0.0,0.602,0,0
466,0.479,2,0.015,1,0.533,2,6,4,0,0,0.0,0.0,0.398,0,0
467,0.288,2,0.014,5,0.6,1,6,1,0,0,0.0,0.0,0.398,0,0
468,0.438,2,0.122,3,0.867,1,1,1,0,0,0.0,0.454,0.449,0,1
469,0.178,2,0.071,0,0.8,1,9,2,0,1,0.0,0.0,0.153,0,1
470,0.589,2,0.128,5,0.6,0,3,4,0,0,0.0,0.0,0.398,0,1
472,0.247,2,0.184,1,0.533,0,10,0,0,0,0.0,0.0,0.398,0,0
473,0.178,2,0.197,1,0.533,0,6,0,0,0,0.0,0.0,0.602,0,0
474,0.685,2,0.024,9,0.667,2,4,0,0,1,0.0,0.0,0.235,0,0
475,0.397,2,0.18,0,0.8,0,10,0,0,1,0.0,0.0,0.398,0,0
476,0.0,2,0.135,4,0.267,0,4,0,0,0,0.0,0.0,0.051,0,0
477,0.068,2,0.182,5,0.6,0,2,3,0,0,0.0,0.0,0.296,0,0
478,0.137,2,0.1,12,0.333,0,4,0,0,0,0.0,0.0,0.398,0,0
479,0.082,2,0.125,1,0.533,0,4,4,0,1,0.0,0.0,0.347,0,0
480,0.219,2,0.067,6,0.733,1,10,1,0,0,0.0,0.0,0.449,20,0
481,0.356,1,0.107,5,0.6,1,10,1,0,0,0.0,0.0,0.194,0,0
482,0.151,0,0.038,0,0.8,0,3,0,0,0,0.0,0.0,0.194,0,0
483,0.329,2,0.122,1,0.533,3,10,4,0,1,0.0,0.0,0.398,0,0
485,0.11,2,0.12,5,0.6,3,0,3,1,1,0.0,0.0,0.194,0,0
487,0.575,4,0.186,1,0.533,1,6,1,0,0,0.0,0.0,0.449,0,0
488,0.384,4,0.102,0,0.8,2,3,4,0,1,0.0,0.0,0.398,0,0
489,0.288,2,0.053,0,0.8,1,5,1,0,0,0.15,0.0,0.602,0,1
490,0.315,2,0.227,1,0.533,0,4,0,0,1,0.0,0.0,0.347,0,0
491,0.397,3,0.243,1,0.533,2,0,0,0,0,0.0,0.0,0.398,0,0
492,0.247,2,0.013,6,0.733,0,1,0,0,1,0.0,0.0,0.602,0,0
493,0.233,2,0.118,1,0.533,2,3,4,0,1,0.0,0.0,0.245,0,0
494,0.219,2,0.112,0,0.8,0,10,3,0,0,0.0,0.0,0.194,0,0
495,0.329,2,0.224,1,0.533,2,0,4,0,1,0.0,0.0,0.357,0,0
496,0.041,2,0.169,5,0.6,0,8,3,0,0,0.0,0.0,0.398,0,0
497,0.082,2,0.265,11,0.133,0,4,3,0,0,0.0,0.0,0.398,22,0
498,0.123,2,0.034,5,0.6,0,3,0,0,1,0.0,0.0,0.347,0,0
500,0.082,4,0.212,1,0.533,0,7,0,0,0,0.0,0.0,0.398,12,0
501,0.616,4,0.068,1,0.533,1,6,1,0,0,0.0,0.0,0.398,0,0
502,0.479,2,0.024,5,0.6,1,0,1,0,0,0.0,0.0,0.398,0,0
503,0.562,2,0.114,5,0.6,2,4,4,0,1,0.0,0.0,0.418,23,0
504,0.11,2,0.114,0,0.8,0,5,0,0,1,0.0,0.0,0.398,0,0
505,0.096,2,0.254,0,0.8,0,1,0,1,0,0.0,0.0,0.398,0,0
506,0.027,2,0.16,5,0.6,0,11,3,0,0,0.0,0.0,0.071,0,0
507,0.356,2,0.067,5,0.6,1,1,1,0,0,0.0,0.0,0.398,0,0
508,0.411,4,0.36,1,0.533,4,0,4,1,1,0.0,0.0,0.398,0,0
509,0.301,2,0.053,1,0.533,2,4,4,0,1,0.0,0.0,0.398,0,0
510,0.438,2,0.087,9,0.667,3,2,4,0,0,0.0,0.317,0.418,0,0
512,0.205,2,0.016,9,0.667,0,10,0,0,0,0.0,0.0,0.449,0,0
513,0.233,2,0.22,5,0.6,1,3,1,0,0,0.0,0.0,0.5,0,1
514,0.151,2,0.119,1,0.533,2,10,0,0,0,0.0,0.0,0.449,0,0
516,0.11,2,0.172,5,0.6,0,0,0,3,1,0.0,0.0,0.194,0,0
519,0.233,2,0.064,0,0.8,1,3,1,0,0,0.0,0.0,0.5,0,1
520,0.288,5,0.058,0,0.8,1,1,1,0,0,0.15,0.0,0.806,0,1
521,0.452,2,0.124,1,0.533,1,1,1,0,0,0.077,0.0,0.5,0,1
522,0.096,4,0.159,5,0.6,2,2,0,1,0,0.0,0.0,0.5,0,0
523,0.274,4,0.117,5,0.6,1,9,1,0,0,0.0,0.0,0.449,0,1
524,0.37,2,0.112,5,0.6,2,8,4,0,0,0.0,0.0,0.582,0,1
525,0.151,2,0.049,5,0.6,1,5,2,0,1,0.0,0.0,0.398,0,0
526,0.342,2,0.141,0,0.8,1,1,1,0,0,0.0,0.0,0.398,0,1
527,0.781,2,0.058,5,0.6,2,0,0,0,1,0.0,0.0,0.082,0,0
528,0.288,1,0.12,1,0.533,1,10,1,0,0,0.0,0.0,0.5,0,0
529,0.37,1,0.128,3,0.867,1,3,1,0,0,0.0,0.0,0.398,0,0
530,0.37,2,0.065,2,0.4,2,8,4,4,1,0.0,0.0,0.459,5,0
531,0.123,2,0.065,1,0.533,0,8,0,0,0,0.0,0.0,0.398,0,0
532,0.26,2,0.125,1,0.533,1,4,1,1,0,0.0,0.0,0.398,0,0
533,0.329,2,0.06,6,0.733,1,1,2,0,1,0.0,0.0,0.5,0,1
534,0.685,2,0.148,10,0.933,1,3,1,0,0,0.201,0.0,0.48,0,1
535,0.301,4,0.132,14,0.467,1,9,1,0,0,0.0,0.0,0.5,0,0
536,0.548,2,0.12,15,0.067,6,13,0,1,1,0.0,0.0,0.296,0,0
537,0.164,2,0.06,9,0.667,4,10,0,0,0,0.0,0.0,0.398,0,0
538,0.192,5,0.019,0,0.8,0,7,0,0,1,0.0,0.0,0.449,0,0
540,0.37,2,0.134,5,0.6,1,6,1,0,0,0.0,0.0,0.398,0,0
541,0.164,2,0.082,8,1.0,0,3,3,0,0,0.0,0.0,0.398,0,0
542,0.178,2,0.152,5,0.6,0,2,4,0,1,0.0,0.0,0.398,0,0
543,0.137,2,0.102,1,0.533,0,6,0,0,0,0.0,0.0,0.398,0,0
544,0.137,2,0.128,5,0.6,1,5,1,0,0,0.0,0.0,0.5,0,0
545,0.205,2,0.048,1,0.533,0,2,0,0,1,0.0,0.0,0.449,0,0
546,0.562,2,0.026,12,0.333,1,4,2,0,1,0.0,0.0,0.071,0,0
547,0.247,4,0.149,5,0.6,1,11,1,0,0,0.0,0.0,0.398,0,0
548,0.055,2,0.167,1,0.533,0,2,3,0,0,0.0,0.0,0.357,0,0
549,0.151,2,0.116,5,0.6,0,10,4,0,0,0.0,0.0,0.398,0,0
550,0.397,1,0.158,5,0.6,2,1,0,0,0,0.0,0.0,0.5,0,0
551,0.26,1,0.009,1,0.533,4,4,4,0,1,0.0,0.0,0.398,0,0
552,0.753,2,0.13,2,0.4,6,0,4,0,1,0.0,0.0,0.398,0,0
553,0.247,2,0.147,1,0.533,1,8,2,1,1,0.0,0.0,0.398,0,0
554,0.219,3,0.208,9,0.667,2,10,4,1,1,0.0,0.0,0.398,0,1
555,0.712,2,0.083,2,0.4,0,8,0,0,1,0.0,0.0,0.398,0,0
556,0.247,2,0.028,1,0.533,1,8,1,0,0,0.0,0.0,0.398,0,0
558,0.233,2,0.091,1,0.533,1,9,2,0,1,0.0,0.0,0.316,0,0
559,0.178,2,0.094,2,0.4,1,4,1,0,0,0.0,0.0,0.398,4,0
560,0.151,2,0.068,0,0.8,0,6,0,0,0,0.0,0.0,0.551,0,0
561,0.507,2,0.135,0,0.8,1,5,1,0,0,0.0,0.0,0.347,0,1
562,0.411,2,0.17,5,0.6,1,3,1,0,0,0.0,0.0,0.5,0,1
563,0.096,2,0.047,1,0.533,0,2,4,1,1,0.0,0.0,0.398,0,0
564,0.479,1,0.218,0,0.8,1,3,1,0,0,0.0,0.0,0.602,0,1
565,0.041,2,0.009,1,0.533,0,2,3,3,0,0.0,0.0,0.48,0,0
566,0.356,5,0.119,3,0.867,1,1,1,0,0,0.05,0.0,0.449,0,0
567,0.384,2,0.285,7,0.2,4,4,4,0,1,0.0,0.0,0.398,4,0
568,0.164,1,0.066,1,0.533,4,10,0,0,0,0.0,0.0,0.347,0,0
569,0.411,2,0.05,3,0.867,2,1,4,0,0,0.0,0.0,0.418,0,0
570,0.096,2,0.232,1,0.533,0,10,3,0,0,0.0,0.0,0.398,0,0
571,0.466,2,0.056,1,0.533,1,3,1,0,0,0.0,0.0,0.398,0,0
572,0.0,2,0.156,2,0.4,0,5,3,0,0,0.0,0.0,0.112,0,0
573,0.274,2,0.006,9,0.667,1,10,1,0,0,0.0,0.454,0.398,0,1
574,0.137,2,0.098,8,1.0,0,3,0,0,1,0.0,0.0,0.704,0,0
575,0.164,2,0.229,0,0.8,1,1,2,0,0,0.0,0.0,0.398,0,1
577,0.26,1,0.01,6,0.733,2,5,4,0,1,0.0,0.0,0.347,0,0
578,0.562,4,0.183,0,0.8,0,3,0,0,1,0.0,0.0,0.398,0,0
579,0.123,1,0.05,5,0.6,1,10,1,0,0,0.0,0.0,0.449,0,0
581,0.548,2,0.038,1,0.533,1,5,1,0,0,0.0,0.0,0.398,0,1
582,0.575,2,0.126,1,0.533,1,10,1,0,0,0.0,0.0,0.398,0,0
583,0.137,2,0.114,1,0.533,1,8,1,0,0,0.0,0.0,0.398,0,0
584,0.192,1,0.222,0,0.8,0,9,0,0,0,0.0,0.0,0.398,0,0
585,0.055,2,0.125,5,0.6,0,5,3,0,1,0.0,0.0,0.235,0,0
586,0.164,2,0.014,5,0.6,0,0,0,0,0,0.0,0.0,0.602,0,0
587,0.014,2,0.097,2,0.4,0,4,3,0,0,0.0,0.0,0.398,0,0
588,0.479,2,0.008,12,0.333,1,10,1,0,0,0.0,0.433,0.469,0,1
589,0.548,5,0.061,0,0.8,2,3,0,0,0,0.0,0.0,0.806,0,0
592,0.589,2,0.017,7,0.2,0,6,0,0,0,0.0,0.0,0.48,0,1
593,0.192,2,0.105,0,0.8,1,3,1,0,0,0.077,0.0,0.398,8,1
594,0.082,2,0.071,0,0.8,0,0,3,0,1,0.0,0.0,0.398,0,0
595,0.137,2,0.172,1,0.533,0,5,3,0,0,0.0,0.0,0.398,0,0
597,0.342,1,0.136,10,0.933,1,3,1,0,0,0.0,0.437,0.5,0,1
598,0.11,2,0.127,5,0.6,0,9,0,0,0,0.022,0.0,0.398,0,0
599,0.438,2,0.083,0,0.8,0,3,0,0,1,0.0,0.0,0.449,0,0
600,0.205,2,0.154,0,0.8,0,9,0,0,0,0.0,0.0,0.398,0,0
601,0.027,2,0.138,5,0.6,0,0,3,0,0,0.0,0.0,0.276,0,0
602,0.589,2,0.026,7,0.2,2,4,0,0,1,0.0,0.0,0.398,0,0
603,0.342,4,0.11,4,0.267,1,4,1,0,0,0.0,0.0,0.398,0,0
604,0.247,1,0.123,6,0.733,0,7,0,0,0,0.0,0.0,0.398,0,0
605,0.425,2,0.022,1,0.533,0,0,4,1,1,0.0,0.0,0.367,0,0
606,0.466,2,0.269,3,0.867,1,10,1,0,0,0.0,0.0,0.398,0,1
607,0.164,2,0.115,1,0.533,0,10,0,3,0,0.0,0.0,0.398,0,0
608,0.26,4,0.222,1,0.533,4,1,0,1,0,0.0,0.0,0.398,0,0
609,0.0,2,0.106,12,0.333,0,4,3,0,1,0.0,0.0,0.204,0,0
610,0.479,2,0.127,3,0.867,2,3,0,0,1,0.068,0.0,0.602,0,0
611,0.096,2,0.159,1,0.533,0,10,0,0,0,0.0,0.0,0.398,0,0
612,0.096,2,0.161,1,0.533,1,2,1,0,0,0.0,0.0,0.5,0,0
613,0.123,4,0.132,0,0.8,0,3,3,0,0,0.011,0.0,0.398,0,0
614,0.137,2,0.065,0,0.8,0,4,3,0,1,0.0,0.0,0.194,0,0
615,0.301,2,0.132,1,0.533,0,2,3,0,0,0.0,0.0,0.602,0,0
616,0.178,2,0.242,1,0.533,1,6,1,1,0,0.0,0.0,0.449,0,0
617,0.452,1,0.068,1,0.533,1,1,1,0,0,0.0,0.0,0.316,0,0
618,0.479,5,0.025,0,0.8,1,5,1,0,0,0.0,0.0,0.551,0,0
619,0.397,2,0.06,10,0.933,1,3,1,0,0,0.15,0.0,0.449,0,1
620,0.082,2,0.12,0,0.8,0,5,3,0,1,0.0,0.0,0.194,0,0
621,0.384,2,0.305,2,0.4,6,4,0,1,1,0.0,0.0,0.194,0,0
622,0.658,2,0.065,4,0.267,6,13,4,1,1,0.0,0.0,0.235,0,0
623,0.164,2,0.014,9,0.667,1,6,1,0,0,0.0,0.0,0.551,0,0
624,0.411,2,0.155,4,0.267,3,2,4,0,0,0.0,0.0,0.398,22,0
625,0.178,2,0.075,1,0.533,0,7,3,1,0,0.0,0.0,0.602,0,0
626,0.233,2,0.095,1,0.533,1,5,1,0,0,0.0,0.0,0.449,0,1
627,0.288,1,0.173,1,0.533,1,5,1,0,0,0.0,0.0,0.643,0,0
628,0.219,2,0.13,5,0.6,1,1,1,0,0,0.0,0.0,0.398,0,1
629,0.438,2,0.173,0,0.8,1,5,1,0,0,0.0,0.0,0.255,0,1
630,0.411,1,0.103,5,0.6,0,4,4,1,1,0.0,0.0,0.398,0,0
631,0.438,4,0.073,12,0.333,4,4,4,1,1,0.0,0.0,0.398,0,0
632,0.356,2,0.096,5,0.6,1,10,1,0,0,0.15,0.0,0.602,0,1
633,0.178,2,0.061,0,0.8,1,0,2,1,1,0.0,0.0,0.398,0,1
634,0.562,1,0.015,1,0.533,1,10,1,0,0,0.0,0.0,0.602,0,0
635,0.027,2,0.169,1,0.533,0,4,3,0,1,0.0,0.0,0.133,0,0
636,0.055,2,0.144,0,0.8,0,2,0,0,0,0.0,0.0,0.398,0,0
637,0.219,2,0.11,0,0.8,1,1,1,0,0,0.15,0.0,0.602,0,1
638,0.411,5,0.159,11,0.133,1,6,1,0,0,0.0,0.0,0.5,1,0
639,0.479,1,0.187,8,1.0,1,3,1,0,0,0.0,0.0,0.602,0,1
640,0.123,2,0.042,1,0.533,2,10,0,0,0,0.0,0.0,0.551,0,0
641,0.589,2,0.126,1,0.533,1,10,1,0,0,0.0,0.0,0.398,0,0
642,0.055,2,0.1,5,0.6,0,2,3,0,0,0.0,0.0,0.398,0,0
643,0.26,2,0.119,5,0.6,1,5,1,0,0,0.052,0.0,0.5,0,1
644,0.192,2,0.029,5,0.6,1,10,1,0,0,0.0,0.0,0.449,0,0
645,0.452,5,0.123,8,1.0,4,3,0,0,0,0.0,0.0,0.398,0,1
646,0.192,4,0.264,1,0.533,2,0,4,0,1,0.0,0.0,0.398,0,0
647,0.74,2,0.044,1,0.533,1,10,1,0,0,0.0,0.0,0.143,0,0
649,0.178,0,0.106,0,0.8,1,9,1,0,0,0.0,0.0,0.398,0,1
650,0.041,2,0.08,5,0.6,0,4,3,0,0,0.0,0.0,0.194,0,0
651,0.096,2,0.369,1,0.533,0,1,5,0,0,0.041,0.0,0.5,0,0
652,0.247,2,0.189,8,1.0,1,3,1,2,0,0.0,0.0,0.398,18,1
653,0.288,0,0.088,5,0.6,4,1,0,0,1,0.0,0.0,0.449,0,0
654,0.137,2,0.187,1,0.533,0,8,3,0,1,0.0,0.0,0.316,0,0
655,0.164,0,0.039,5,0.6,0,0,4,2,1,0.0,0.0,0.398,11,0
657,0.233,2,0.063,1,0.533,1,10,1,0,0,0.0,0.0,0.449,0,0
658,0.37,2,0.14,7,0.2,1,10,1,0,0,0.0,0.0,0.347,0,0
659,0.356,2,0.109,1,0.533,1,8,1,0,0,0.0,0.0,0.398,0,1
660,0.37,1,0.219,14,0.467,1,2,1,1,0,0.0,0.0,0.398,0,1
661,0.247,2,0.168,3,0.867,0,5,0,0,0,0.0,0.0,0.602,0,0
662,0.137,2,0.067,5,0.6,0,3,0,0,0,0.0,0.0,0.398,0,0
663,0.356,4,0.123,3,0.867,0,3,0,0,0,0.0,0.0,0.378,0,0
664,0.041,2,0.046,5,0.6,0,5,0,0,1,0.0,0.0,0.245,0,0
665,0.342,2,0.223,6,0.733,2,3,4,0,1,0.086,0.0,0.398,0,1
666,0.137,0,0.16,5,0.6,1,6,1,0,0,0.034,0.0,0.398,0,0
667,0.342,2,0.159,1,0.533,1,10,1,1,0,0.0,0.0,0.398,0,1
669,0.096,2,0.108,4,0.267,0,8,0,0,0,0.0,0.395,0.398,0,0
670,0.425,3,0.066,5,0.6,2,1,0,0,0,0.0,0.0,0.398,0,0
672,0.0,1,0.241,2,0.4,0,7,3,0,0,0.0,0.0,0.092,0,0
673,0.219,2,0.115,0,0.8,1,1,1,0,0,0.0,0.0,0.398,0,1
674,0.452,5,0.14,1,0.533,1,5,1,0,0,0.0,0.0,0.5,0,1
675,0.068,2,0.154,1,0.533,0,5,3,0,1,0.026,0.0,0.398,0,0
676,0.0,2,0.06,14,0.467,0,4,3,0,0,0.0,0.0,0.153,0,0
677,0.205,2,0.144,5,0.6,1,0,1,0,0,0.0,0.0,0.398,4,0
678,0.192,2,0.076,1,0.533,0,10,0,0,0,0.0,0.0,0.449,0,0
679,0.562,1,0.129,1,0.533,6,1,0,0,0,0.0,0.0,0.5,0,0
680,0.164,4,0.053,1,0.533,0,11,3,0,0,0.0,0.0,0.48,0,0
681,0.274,2,0.1,9,0.667,1,10,1,0,0,0.0,0.0,0.398,20,1
682,0.233,1,0.12,1,0.533,1,10,1,0,0,0.0,0.0,0.398,0,1
683,0.082,4,0.284,5,0.6,4,1,4,1,0,0.0,0.0,0.398,0,0
684,0.014,0,0.031,2,0.4,0,0,3,0,1,0.0,0.0,0.041,0,0
