,Sex,Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,Rings
386,0,0.628,0.613,0.137,0.261,0.236,0.199,0.213,0.393
387,0,0.52,0.546,0.119,0.17,0.139,0.161,0.143,0.321
388,0,0.561,0.613,0.111,0.215,0.16,0.188,0.218,0.464
389,2,0.527,0.538,0.106,0.166,0.149,0.156,0.138,0.286
390,2,0.459,0.454,0.088,0.113,0.103,0.078,0.103,0.321
391,0,0.541,0.538,0.111,0.209,0.186,0.151,0.178,0.321
392,1,0.534,0.538,0.111,0.198,0.169,0.18,0.178,0.321
393,2,0.392,0.403,0.084,0.088,0.072,0.071,0.078,0.286
394,2,0.365,0.37,0.084,0.07,0.05,0.07,0.068,0.179
395,2,0.426,0.429,0.088,0.106,0.077,0.084,0.113,0.357
396,1,0.574,0.571,0.124,0.253,0.212,0.231,0.238,0.321
397,0,0.534,0.546,0.128,0.207,0.16,0.189,0.183,0.25
398,0,0.622,0.647,0.133,0.239,0.171,0.182,0.258,0.393
399,0,0.689,0.672,0.133,0.349,0.292,0.273,0.307,0.357
400,1,0.554,0.521,0.106,0.208,0.181,0.172,0.173,0.286
401,0,0.595,0.672,0.119,0.255,0.198,0.213,0.233,0.286
402,1,0.486,0.454,0.097,0.153,0.119,0.129,0.153,0.214
403,1,0.595,0.605,0.124,0.245,0.209,0.199,0.198,0.321
404,2,0.493,0.487,0.106,0.129,0.111,0.109,0.108,0.214
405,1,0.608,0.647,0.133,0.298,0.247,0.261,0.238,0.393
406,0,0.507,0.504,0.102,0.169,0.142,0.137,0.148,0.25
407,0,0.696,0.723,0.106,0.322,0.262,0.239,0.287,0.536
408,0,0.649,0.664,0.128,0.323,0.268,0.323,0.283,0.357
409,0,0.669,0.647,0.084,0.292,0.228,0.291,0.233,0.25
410,0,0.696,0.748,0.146,0.39,0.306,0.319,0.337,0.5
411,0,0.689,0.706,0.106,0.334,0.275,0.278,0.278,0.464
412,1,0.682,0.681,0.106,0.351,0.31,0.313,0.278,0.357
413,0,0.635,0.647,0.106,0.303,0.233,0.225,0.238,0.393
414,1,0.716,0.739,0.15,0.438,0.354,0.324,0.387,0.464
415,1,0.736,0.697,0.124,0.365,0.242,0.294,0.357,0.5
416,1,0.75,0.748,0.15,0.464,0.376,0.351,0.397,0.679
417,0,0.75,0.773,0.146,0.478,0.328,0.459,0.447,0.679
418,1,0.75,0.748,0.137,0.355,0.246,0.261,0.357,0.536
419,0,0.635,0.597,0.124,0.221,0.149,0.21,0.233,0.429
420,1,0.804,0.815,0.146,0.531,0.348,0.471,0.502,0.464
421,2,0.561,0.546,0.106,0.187,0.145,0.182,0.153,0.357
422,1,0.561,0.563,0.119,0.204,0.165,0.161,0.198,0.429
423,2,0.291,0.286,0.062,0.035,0.024,0.03,0.033,0.25
424,2,0.25,0.244,0.062,0.032,0.024,0.026,0.028,0.179
425,0,0.682,0.664,0.155,0.378,0.285,0.267,0.317,0.429
426,1,0.723,0.723,0.146,0.386,0.264,0.32,0.327,0.607
427,0,0.709,0.748,0.142,0.359,0.268,0.228,0.327,0.643
428,1,0.655,0.672,0.111,0.333,0.231,0.169,0.372,0.714
429,1,0.676,0.664,0.15,0.37,0.253,0.224,0.382,0.607
430,1,0.669,0.664,0.155,0.338,0.255,0.219,0.292,0.607
431,0,0.709,0.697,0.137,0.366,0.294,0.257,0.322,0.679
432,0,0.662,0.672,0.15,0.32,0.229,0.205,0.317,0.607
433,0,0.635,0.613,0.124,0.265,0.166,0.171,0.253,0.75
434,2,0.493,0.487,0.088,0.129,0.081,0.118,0.118,0.429
435,0,0.574,0.597,0.133,0.234,0.189,0.18,0.218,0.357
436,2,0.385,0.37,0.084,0.076,0.056,0.057,0.088,0.214
437,2,0.419,0.42,0.084,0.089,0.061,0.072,0.088,0.464
438,0,0.426,0.412,0.08,0.107,0.095,0.084,0.083,0.286
439,0,0.574,0.605,0.146,0.243,0.167,0.181,0.248,0.429
440,2,0.385,0.37,0.097,0.082,0.063,0.068,0.083,0.321
441,2,0.351,0.345,0.088,0.067,0.052,0.076,0.068,0.25
442,1,0.581,0.622,0.124,0.3,0.184,0.213,0.283,0.643
443,2,0.432,0.403,0.088,0.095,0.089,0.042,0.083,0.321
444,1,0.453,0.454,0.093,0.128,0.106,0.101,0.118,0.321
445,1,0.655,0.672,0.168,0.252,0.19,0.169,0.273,0.286
446,0,0.662,0.639,0.164,0.347,0.221,0.178,0.387,0.429
447,0,0.662,0.672,0.164,0.327,0.237,0.207,0.372,0.536
448,0,0.716,0.748,0.155,0.388,0.32,0.305,0.372,0.393
449,1,0.662,0.672,0.133,0.29,0.245,0.209,0.258,0.607
450,0,0.878,0.857,0.19,0.669,0.468,0.621,0.576,0.536
451,1,0.811,0.807,0.142,0.499,0.397,0.417,0.417,0.536
452,1,0.797,0.84,0.173,0.509,0.39,0.465,0.357,0.571
453,1,0.662,0.731,0.137,0.327,0.272,0.288,0.253,0.357
454,1,0.77,0.832,0.155,0.457,0.383,0.4,0.327,0.464
455,0,0.676,0.697,0.124,0.296,0.234,0.228,0.238,0.357
456,1,0.764,0.815,0.155,0.432,0.342,0.34,0.387,0.5
457,2,0.385,0.378,0.093,0.07,0.046,0.059,0.078,0.286
458,2,0.459,0.429,0.097,0.104,0.082,0.074,0.098,0.321
459,1,0.608,0.597,0.119,0.25,0.196,0.2,0.233,0.357
460,0,0.412,0.387,0.088,0.094,0.077,0.08,0.073,0.357
461,1,0.689,0.689,0.15,0.35,0.259,0.294,0.263,0.393
462,2,0.223,0.218,0.062,0.025,0.017,0.023,0.023,0.179
463,2,0.196,0.185,0.049,0.019,0.014,0.015,0.018,0.143
464,2,0.243,0.235,0.062,0.025,0.016,0.026,0.023,0.179
465,2,0.135,0.118,0.044,0.008,0.005,0.004,0.006,0.143
466,1,0.804,0.832,0.168,0.492,0.364,0.399,0.397,0.393
467,0,0.784,0.798,0.173,0.491,0.381,0.359,0.407,0.429
468,1,0.818,0.832,0.186,0.617,0.401,0.401,0.621,0.571
469,0,0.811,0.84,0.177,0.509,0.366,0.35,0.462,0.714
470,1,0.615,0.647,0.119,0.277,0.21,0.225,0.216,0.286
471,1,0.595,0.588,0.106,0.228,0.194,0.184,0.175,0.321
472,2,0.48,0.479,0.106,0.126,0.101,0.084,0.103,0.286
473,1,0.601,0.588,0.106,0.221,0.177,0.186,0.179,0.357
474,1,0.635,0.605,0.142,0.273,0.182,0.191,0.274,0.321
475,0,0.615,0.605,0.155,0.261,0.175,0.183,0.262,0.571
476,1,0.527,0.496,0.102,0.148,0.105,0.119,0.133,0.286
477,0,0.797,0.815,0.155,0.476,0.333,0.334,0.412,0.571
478,0,0.892,0.899,0.199,0.621,0.428,0.448,0.576,0.714
479,0,0.791,0.824,0.164,0.467,0.356,0.346,0.452,0.536
480,1,0.845,0.891,0.164,0.639,0.474,0.423,0.472,1.0
481,0,0.676,0.58,0.137,0.33,0.242,0.321,0.297,0.571
482,0,0.669,0.689,0.111,0.3,0.254,0.232,0.238,0.5
483,1,0.682,0.681,0.133,0.352,0.288,0.278,0.258,0.643
484,0,0.75,0.714,0.128,0.358,0.284,0.311,0.302,0.393
485,1,0.689,0.689,0.124,0.321,0.256,0.212,0.312,0.429
486,0,0.642,0.664,0.115,0.325,0.254,0.313,0.287,0.357
487,1,0.743,0.773,0.133,0.439,0.351,0.403,0.357,0.5
488,0,0.628,0.613,0.119,0.285,0.234,0.236,0.233,0.357
489,1,0.669,0.672,0.146,0.375,0.295,0.288,0.283,0.464
490,0,0.696,0.672,0.128,0.379,0.319,0.25,0.283,0.464
491,0,0.682,0.681,0.115,0.325,0.239,0.238,0.287,0.429
492,1,0.784,0.765,0.137,0.456,0.359,0.375,0.407,0.357
493,0,0.784,0.798,0.155,0.447,0.326,0.346,0.412,0.5
494,0,0.743,0.748,0.173,0.484,0.394,0.287,0.367,0.571
495,1,0.743,0.748,0.133,0.337,0.231,0.294,0.302,0.5
496,1,0.764,0.782,0.155,0.441,0.285,0.341,0.477,0.393
497,1,0.716,0.723,0.146,0.357,0.292,0.275,0.297,0.643
498,1,0.73,0.79,0.137,0.367,0.286,0.304,0.342,0.357
499,0,0.649,0.664,0.155,0.309,0.22,0.265,0.302,0.321
500,1,0.682,0.647,0.159,0.302,0.246,0.215,0.243,0.393
501,1,0.736,0.782,0.199,0.418,0.254,0.355,0.392,0.786
502,1,0.736,0.697,0.199,0.394,0.254,0.282,0.357,0.5
503,1,0.709,0.756,0.168,0.399,0.294,0.336,0.357,0.429
504,1,0.743,0.723,0.168,0.415,0.294,0.303,0.417,0.571
505,0,0.709,0.697,0.155,0.391,0.326,0.325,0.312,0.5
506,0,0.655,0.681,0.208,0.297,0.223,0.206,0.302,0.393
507,0,0.689,0.672,0.199,0.373,0.256,0.29,0.362,0.5
508,0,0.655,0.639,0.159,0.314,0.241,0.268,0.248,0.357
509,2,0.655,0.655,0.137,0.309,0.201,0.275,0.273,0.536
510,2,0.818,0.798,0.164,0.392,0.295,0.322,0.337,0.321
511,1,0.514,0.496,0.124,0.183,0.148,0.166,0.133,0.321
512,1,0.561,0.546,0.128,0.237,0.167,0.238,0.208,0.321
513,0,0.318,0.277,0.075,0.051,0.04,0.047,0.043,0.179
514,1,0.27,0.235,0.062,0.028,0.02,0.028,0.023,0.143
515,0,0.264,0.235,0.071,0.035,0.025,0.025,0.028,0.179
516,0,0.439,0.395,0.102,0.098,0.074,0.075,0.073,0.286
517,0,0.277,0.244,0.071,0.032,0.022,0.028,0.028,0.143
518,0,0.338,0.294,0.08,0.051,0.04,0.044,0.043,0.107
519,1,0.365,0.328,0.08,0.071,0.052,0.077,0.053,0.179
520,0,0.182,0.16,0.044,0.013,0.01,0.011,0.008,0.071
521,1,0.385,0.361,0.08,0.066,0.056,0.05,0.053,0.143
522,2,0.392,0.345,0.102,0.077,0.062,0.058,0.068,0.286
523,0,0.169,0.143,0.049,0.012,0.009,0.01,0.008,0.143
524,0,0.216,0.176,0.053,0.019,0.017,0.012,0.013,0.107
525,0,0.135,0.118,0.035,0.008,0.006,0.007,0.003,0.107
526,0,0.108,0.092,0.035,0.005,0.004,0.003,0.003,0.071
527,1,0.669,0.655,0.137,0.259,0.189,0.209,0.233,0.464
528,1,0.669,0.664,0.142,0.343,0.266,0.335,0.258,0.393
529,0,0.419,0.412,0.084,0.084,0.059,0.077,0.083,0.286
530,2,0.615,0.613,0.164,0.266,0.2,0.205,0.203,0.679
531,1,0.52,0.504,0.115,0.162,0.128,0.138,0.128,0.429
532,2,0.534,0.529,0.106,0.166,0.123,0.138,0.153,0.393
533,1,0.486,0.471,0.097,0.134,0.113,0.113,0.108,0.286
534,2,0.534,0.529,0.124,0.176,0.14,0.161,0.143,0.321
535,2,0.527,0.546,0.115,0.16,0.127,0.105,0.153,0.357
536,2,0.601,0.588,0.124,0.204,0.134,0.19,0.177,0.357
537,0,0.291,0.294,0.066,0.041,0.028,0.033,0.038,0.214
538,0,0.27,0.252,0.062,0.033,0.022,0.026,0.031,0.143
539,1,0.405,0.395,0.102,0.095,0.062,0.086,0.087,0.321
540,1,0.574,0.538,0.124,0.213,0.162,0.186,0.177,0.5
541,1,0.493,0.504,0.102,0.146,0.106,0.121,0.129,0.357
542,0,0.466,0.454,0.102,0.101,0.067,0.074,0.112,0.5
543,0,0.5,0.496,0.102,0.127,0.105,0.091,0.115,0.25
544,1,0.412,0.395,0.093,0.09,0.066,0.066,0.083,0.321
545,0,0.331,0.319,0.066,0.054,0.039,0.049,0.047,0.357
546,0,0.243,0.235,0.058,0.028,0.021,0.023,0.025,0.25
547,0,0.176,0.168,0.04,0.014,0.011,0.007,0.014,0.214
548,1,0.662,0.664,0.142,0.281,0.242,0.204,0.228,0.393
549,2,0.649,0.622,0.159,0.309,0.248,0.263,0.253,0.357
550,2,0.777,0.773,0.142,0.411,0.332,0.267,0.327,0.571
551,2,0.73,0.731,0.137,0.349,0.278,0.256,0.342,0.429
552,2,0.655,0.647,0.146,0.283,0.225,0.228,0.248,0.393
553,2,0.547,0.529,0.106,0.181,0.139,0.172,0.153,0.429
554,2,0.554,0.563,0.111,0.209,0.192,0.185,0.118,0.286
555,2,0.574,0.555,0.133,0.221,0.175,0.219,0.158,0.321
556,2,0.608,0.588,0.133,0.281,0.206,0.269,0.253,0.464
557,1,0.791,0.748,0.146,0.421,0.308,0.392,0.367,0.393
558,1,0.791,0.798,0.15,0.469,0.348,0.345,0.437,0.429
559,2,0.601,0.58,0.128,0.233,0.179,0.138,0.218,0.429
560,1,0.493,0.479,0.093,0.128,0.099,0.105,0.116,0.25
561,2,0.595,0.58,0.106,0.233,0.181,0.235,0.168,0.429
562,1,0.541,0.496,0.102,0.159,0.115,0.12,0.153,0.357
563,1,0.635,0.605,0.133,0.259,0.187,0.214,0.216,0.357
564,1,0.534,0.504,0.115,0.193,0.134,0.165,0.183,0.464
565,0,0.372,0.336,0.058,0.063,0.047,0.05,0.058,0.321
566,2,0.554,0.504,0.115,0.205,0.164,0.173,0.166,0.393
567,2,0.486,0.462,0.111,0.143,0.113,0.138,0.094,0.393
568,0,0.277,0.261,0.071,0.038,0.027,0.034,0.033,0.214
569,1,0.453,0.445,0.102,0.136,0.11,0.132,0.097,0.357
570,2,0.507,0.496,0.124,0.167,0.141,0.143,0.126,0.536
571,2,0.507,0.487,0.119,0.156,0.132,0.115,0.116,0.464
572,1,0.696,0.672,0.137,0.377,0.256,0.299,0.412,0.679
573,1,0.669,0.647,0.124,0.337,0.254,0.264,0.302,0.571
574,2,0.723,0.706,0.133,0.342,0.278,0.263,0.342,0.321
575,1,0.723,0.706,0.124,0.401,0.354,0.309,0.347,0.357
576,2,0.655,0.622,0.124,0.324,0.269,0.259,0.258,0.321
577,1,0.689,0.639,0.155,0.347,0.272,0.328,0.268,0.321
578,2,0.682,0.655,0.133,0.313,0.257,0.275,0.253,0.357
579,1,0.75,0.714,0.155,0.484,0.337,0.399,0.512,0.571
580,1,0.743,0.731,0.155,0.436,0.374,0.325,0.362,0.357
581,2,0.642,0.622,0.133,0.285,0.252,0.224,0.243,0.464
582,1,0.77,0.79,0.168,0.518,0.444,0.452,0.432,0.643
583,2,0.52,0.504,0.124,0.174,0.145,0.174,0.113,0.429
584,1,0.453,0.42,0.088,0.128,0.116,0.085,0.108,0.357
585,2,0.568,0.563,0.111,0.235,0.19,0.213,0.198,0.357
586,2,0.601,0.622,0.15,0.24,0.188,0.228,0.193,0.321
587,1,0.642,0.597,0.128,0.293,0.207,0.25,0.248,0.429
588,0,0.507,0.471,0.124,0.163,0.11,0.099,0.148,0.464
589,1,0.446,0.429,0.106,0.109,0.092,0.076,0.093,0.429
590,2,0.588,0.58,0.133,0.263,0.192,0.22,0.233,0.429
591,1,0.399,0.395,0.102,0.088,0.074,0.074,0.073,0.286
592,2,0.608,0.597,0.155,0.309,0.24,0.272,0.203,0.607
593,1,0.791,0.782,0.159,0.536,0.353,0.391,0.417,0.643
594,0,0.622,0.613,0.133,0.247,0.172,0.201,0.238,0.393
595,2,0.676,0.672,0.159,0.301,0.202,0.24,0.297,0.429
596,1,0.642,0.63,0.124,0.252,0.172,0.244,0.223,0.286
597,2,0.716,0.697,0.124,0.332,0.227,0.264,0.317,0.429
598,2,0.716,0.739,0.128,0.373,0.247,0.296,0.357,0.393
599,1,0.655,0.655,0.173,0.347,0.204,0.295,0.332,0.536
600,2,0.622,0.613,0.128,0.327,0.267,0.258,0.248,0.571
601,1,0.419,0.437,0.097,0.101,0.082,0.083,0.082,0.321
602,1,0.426,0.412,0.088,0.093,0.072,0.078,0.085,0.429
603,2,0.534,0.487,0.102,0.172,0.134,0.142,0.164,0.357
604,2,0.595,0.563,0.124,0.196,0.134,0.149,0.221,0.393
605,2,0.473,0.487,0.111,0.15,0.107,0.104,0.152,0.429
606,0,0.365,0.361,0.08,0.068,0.052,0.059,0.057,0.286
607,2,0.554,0.529,0.115,0.162,0.121,0.148,0.134,0.321
608,0,0.399,0.387,0.088,0.08,0.045,0.088,0.079,0.321
609,0,0.372,0.353,0.08,0.062,0.038,0.055,0.066,0.393
610,1,0.493,0.487,0.15,0.144,0.1,0.108,0.149,0.393
611,0,0.162,0.151,0.044,0.011,0.006,0.01,0.01,0.107
612,0,0.338,0.311,0.066,0.054,0.031,0.046,0.058,0.286
613,2,0.568,0.529,0.111,0.168,0.124,0.092,0.167,0.607
614,2,0.507,0.496,0.128,0.185,0.14,0.131,0.163,0.5
615,0,0.459,0.487,0.119,0.136,0.085,0.092,0.146,0.429
616,1,0.534,0.504,0.124,0.153,0.102,0.124,0.15,0.393
617,0,0.331,0.311,0.075,0.06,0.043,0.061,0.047,0.214
618,0,0.318,0.286,0.066,0.045,0.03,0.043,0.042,0.286
619,0,0.216,0.193,0.049,0.018,0.011,0.013,0.018,0.214
620,0,0.365,0.336,0.071,0.059,0.04,0.055,0.052,0.321
621,2,0.554,0.546,0.124,0.238,0.146,0.171,0.193,0.607
622,1,0.574,0.555,0.102,0.24,0.197,0.181,0.193,0.393
623,1,0.574,0.555,0.093,0.176,0.12,0.144,0.168,0.571
624,2,0.527,0.513,0.093,0.176,0.143,0.152,0.138,0.5
625,1,0.608,0.588,0.142,0.232,0.178,0.147,0.223,0.393
626,1,0.473,0.471,0.084,0.113,0.08,0.08,0.123,0.321
627,1,0.412,0.42,0.084,0.099,0.084,0.068,0.088,0.25
628,2,0.615,0.605,0.128,0.334,0.258,0.243,0.263,0.714
629,0,0.358,0.353,0.075,0.064,0.051,0.06,0.063,0.321
630,2,0.541,0.521,0.102,0.173,0.149,0.162,0.132,0.286
631,1,0.48,0.479,0.106,0.138,0.104,0.124,0.139,0.214
632,0,0.52,0.521,0.111,0.165,0.127,0.124,0.156,0.321
633,2,0.534,0.513,0.115,0.184,0.132,0.14,0.163,0.286
634,0,0.385,0.403,0.088,0.074,0.044,0.068,0.073,0.286
635,0,0.378,0.353,0.08,0.059,0.033,0.053,0.061,0.25
636,0,0.412,0.303,0.088,0.091,0.07,0.07,0.078,0.214
637,0,0.378,0.345,0.075,0.067,0.054,0.063,0.053,0.179
638,2,0.493,0.487,0.106,0.172,0.131,0.142,0.158,0.464
639,1,0.588,0.58,0.115,0.202,0.147,0.179,0.193,0.429
640,0,0.338,0.311,0.075,0.061,0.053,0.049,0.048,0.214
641,2,0.736,0.723,0.159,0.417,0.314,0.349,0.387,0.429
642,1,0.696,0.664,0.142,0.318,0.24,0.205,0.312,0.643
643,0,0.345,0.336,0.084,0.066,0.049,0.059,0.058,0.214
644,0,0.507,0.479,0.115,0.131,0.107,0.104,0.103,0.286
645,2,0.5,0.462,0.106,0.122,0.08,0.11,0.103,0.357
646,0,0.345,0.269,0.066,0.04,0.03,0.034,0.033,0.179
647,0,0.547,0.538,0.128,0.274,0.145,0.171,0.168,0.286
648,2,0.52,0.496,0.106,0.172,0.129,0.138,0.153,0.357
649,1,0.541,0.513,0.111,0.158,0.113,0.106,0.138,0.286
650,0,0.243,0.21,0.058,0.027,0.022,0.018,0.023,0.143
651,2,0.351,0.319,0.08,0.058,0.039,0.052,0.058,0.179
652,2,0.534,0.496,0.115,0.164,0.123,0.13,0.143,0.357
653,0,0.318,0.286,0.071,0.047,0.036,0.031,0.048,0.214
654,1,0.399,0.378,0.097,0.081,0.063,0.061,0.073,0.321
655,0,0.297,0.269,0.066,0.045,0.033,0.038,0.038,0.214
656,1,0.649,0.639,0.146,0.343,0.225,0.304,0.292,0.571
657,1,0.73,0.773,0.15,0.403,0.289,0.295,0.417,0.536
658,2,0.682,0.731,0.173,0.466,0.356,0.334,0.407,0.607
659,1,0.689,0.706,0.164,0.339,0.278,0.212,0.327,0.357
660,2,0.777,0.79,0.159,0.575,0.401,0.453,0.527,0.607
661,2,0.622,0.664,0.15,0.276,0.205,0.204,0.292,0.357
662,1,0.459,0.479,0.115,0.129,0.098,0.116,0.118,0.321
663,1,0.412,0.42,0.093,0.099,0.07,0.08,0.088,0.393
664,2,0.507,0.504,0.106,0.145,0.076,0.087,0.158,0.643
665,1,0.432,0.403,0.084,0.079,0.052,0.07,0.078,0.321
666,0,0.514,0.496,0.106,0.171,0.121,0.189,0.158,0.357
667,1,0.554,0.546,0.133,0.214,0.144,0.184,0.178,0.5
668,0,0.642,0.622,0.137,0.324,0.186,0.319,0.332,0.429
669,1,0.507,0.496,0.128,0.191,0.118,0.161,0.173,0.429
670,0,0.541,0.555,0.128,0.218,0.157,0.142,0.213,0.464
671,1,0.574,0.546,0.137,0.231,0.161,0.188,0.203,0.571
672,1,0.615,0.597,0.146,0.287,0.161,0.222,0.238,0.643
673,0,0.561,0.563,0.133,0.202,0.151,0.163,0.168,0.714
674,1,0.561,0.555,0.133,0.278,0.161,0.184,0.238,0.786
675,1,0.601,0.571,0.159,0.226,0.106,0.144,0.243,0.75
676,0,0.628,0.605,0.128,0.261,0.177,0.221,0.243,0.393
677,1,0.574,0.538,0.102,0.21,0.124,0.194,0.188,0.357
678,1,0.507,0.546,0.146,0.288,0.167,0.251,0.263,0.786
679,1,0.399,0.37,0.088,0.078,0.062,0.034,0.078,0.25
680,2,0.399,0.37,0.088,0.081,0.059,0.061,0.068,0.214
681,0,0.554,0.529,0.124,0.202,0.137,0.186,0.173,0.321
682,1,0.486,0.454,0.102,0.138,0.103,0.123,0.118,0.214
683,0,0.622,0.588,0.164,0.295,0.213,0.226,0.287,0.536
684,0,0.588,0.58,0.124,0.23,0.164,0.219,0.183,0.321
685,0,0.662,0.647,0.164,0.321,0.231,0.305,0.253,0.5
686,1,0.622,0.58,0.133,0.284,0.224,0.279,0.208,0.429
687,1,0.622,0.588,0.111,0.328,0.174,0.187,0.342,0.536
688,0,0.608,0.58,0.15,0.258,0.187,0.27,0.193,0.357
689,0,0.696,0.647,0.133,0.338,0.245,0.319,0.292,0.357
690,0,0.574,0.538,0.133,0.225,0.17,0.19,0.188,0.321
691,2,0.243,0.227,0.066,0.03,0.023,0.026,0.023,0.143
692,1,0.48,0.454,0.102,0.136,0.099,0.14,0.108,0.357
693,0,0.412,0.395,0.106,0.1,0.078,0.086,0.083,0.286
694,2,0.122,0.092,0.018,0.006,0.004,0.003,0.003,0.107
695,2,0.324,0.294,0.08,0.045,0.028,0.052,0.038,0.214
696,2,0.108,0.084,0.044,0.005,0.003,0.004,0.003,0.107
697,0,0.277,0.252,0.088,0.041,0.036,0.037,0.028,0.143
698,1,0.48,0.471,0.106,0.157,0.104,0.15,0.138,0.429
699,1,0.432,0.437,0.093,0.124,0.079,0.119,0.118,0.536
700,0,0.419,0.387,0.093,0.102,0.081,0.09,0.086,0.393
701,1,0.547,0.555,0.119,0.189,0.127,0.186,0.171,0.464
702,1,0.5,0.462,0.093,0.16,0.12,0.135,0.121,0.286
703,0,0.432,0.403,0.102,0.111,0.08,0.078,0.109,0.393
704,0,0.439,0.412,0.111,0.147,0.128,0.118,0.116,0.286
705,0,0.459,0.454,0.124,0.147,0.103,0.133,0.142,0.321
706,0,0.324,0.328,0.08,0.071,0.041,0.048,0.078,0.357
707,1,0.365,0.345,0.08,0.073,0.051,0.057,0.075,0.321
708,0,0.385,0.403,0.115,0.097,0.06,0.074,0.099,0.321
709,2,0.297,0.286,0.08,0.038,0.027,0.032,0.03,0.214
710,2,0.338,0.328,0.071,0.062,0.039,0.046,0.061,0.214
711,0,0.405,0.412,0.088,0.087,0.069,0.062,0.081,0.357
712,2,0.277,0.252,0.049,0.039,0.03,0.036,0.032,0.214
713,0,0.378,0.353,0.075,0.07,0.046,0.069,0.068,0.25
714,0,0.372,0.336,0.071,0.067,0.053,0.05,0.061,0.286
715,2,0.27,0.244,0.058,0.036,0.031,0.026,0.028,0.214
716,2,0.291,0.252,0.062,0.034,0.024,0.024,0.033,0.25
717,2,0.236,0.227,0.053,0.026,0.024,0.014,0.023,0.179
718,2,0.142,0.118,0.031,0.009,0.006,0.007,0.007,0.107
719,2,0.101,0.076,0.022,0.005,0.002,0.005,0.003,0.036
720,2,0.115,0.092,0.022,0.006,0.004,0.007,0.003,0.071
721,0,0.649,0.672,0.142,0.374,0.263,0.3,0.29,0.429
722,0,0.649,0.647,0.133,0.386,0.279,0.278,0.437,0.5
723,0,0.608,0.597,0.115,0.35,0.259,0.319,0.292,0.5
724,0,0.527,0.513,0.071,0.172,0.128,0.164,0.153,0.357
725,1,0.561,0.513,0.097,0.177,0.108,0.14,0.193,0.571
726,0,0.439,0.42,0.075,0.104,0.072,0.092,0.098,0.321
727,1,0.547,0.538,0.093,0.185,0.146,0.157,0.153,0.393
728,0,0.581,0.58,0.111,0.272,0.183,0.209,0.253,0.429
729,1,0.601,0.58,0.106,0.23,0.175,0.265,0.163,0.5
730,0,0.608,0.58,0.115,0.293,0.161,0.24,0.273,0.357
731,0,0.635,0.613,0.115,0.311,0.251,0.223,0.228,0.429
732,0,0.601,0.58,0.106,0.291,0.2,0.237,0.263,0.5
733,0,0.581,0.546,0.115,0.232,0.152,0.234,0.218,0.429
734,0,0.608,0.622,0.106,0.306,0.189,0.231,0.287,0.607
735,0,0.588,0.563,0.111,0.232,0.176,0.241,0.173,0.321
736,0,0.601,0.555,0.102,0.236,0.16,0.226,0.203,0.393
737,1,0.601,0.588,0.111,0.227,0.162,0.228,0.208,0.393
738,0,0.622,0.597,0.119,0.305,0.191,0.2,0.317,0.464
739,0,0.5,0.487,0.08,0.134,0.095,0.097,0.123,0.321
740,0,0.615,0.647,0.181,0.295,0.215,0.286,0.243,0.464
741,1,0.385,0.353,0.08,0.072,0.052,0.074,0.058,0.25
742,1,0.622,0.613,0.133,0.26,0.187,0.244,0.213,0.464
743,1,0.601,0.588,0.124,0.289,0.187,0.24,0.258,0.571
744,0,0.615,0.605,0.115,0.298,0.184,0.255,0.263,0.679
745,1,0.615,0.613,0.115,0.354,0.228,0.297,0.263,0.571
746,1,0.791,0.782,0.177,0.593,0.452,0.632,0.447,0.571
747,0,0.601,0.555,0.124,0.233,0.166,0.267,0.158,0.286
748,0,0.622,0.613,0.115,0.285,0.202,0.238,0.278,0.464
749,0,0.838,0.773,0.155,0.536,0.388,0.54,0.387,0.5
750,1,0.588,0.563,0.093,0.216,0.125,0.197,0.193,0.429
751,0,0.554,0.504,0.106,0.193,0.144,0.212,0.138,0.321
752,1,0.716,0.681,0.15,0.397,0.233,0.4,0.312,0.429
753,1,0.682,0.672,0.146,0.402,0.247,0.395,0.273,0.429
754,0,0.777,0.773,0.155,0.524,0.355,0.357,0.522,0.679
755,0,0.736,0.756,0.164,0.54,0.463,0.484,0.347,0.429
756,0,0.73,0.79,0.137,0.402,0.246,0.31,0.367,0.679
757,1,0.716,0.739,0.168,0.508,0.315,0.349,0.407,0.5
758,0,0.669,0.647,0.137,0.395,0.32,0.304,0.268,0.429
759,0,0.669,0.63,0.106,0.375,0.233,0.219,0.307,0.5
760,0,0.689,0.588,0.133,0.444,0.292,0.265,0.322,0.5
761,1,0.642,0.647,0.137,0.334,0.21,0.24,0.332,0.536
762,1,0.628,0.647,0.119,0.339,0.16,0.29,0.297,0.571
763,0,0.764,0.765,0.168,0.571,0.417,0.475,0.467,0.464
764,1,0.723,0.697,0.128,0.408,0.27,0.389,0.317,0.464
765,0,0.635,0.664,0.133,0.346,0.226,0.25,0.297,0.357
766,1,0.696,0.655,0.115,0.4,0.257,0.307,0.317,0.429
767,0,0.365,0.361,0.084,0.069,0.044,0.065,0.068,0.286
768,1,0.642,0.63,0.137,0.277,0.194,0.298,0.231,0.357
769,1,0.615,0.622,0.15,0.335,0.234,0.315,0.276,0.571
770,1,0.615,0.672,0.146,0.347,0.211,0.37,0.294,0.357
771,2,0.554,0.538,0.124,0.184,0.134,0.161,0.168,0.25
772,0,0.419,0.37,0.102,0.094,0.065,0.108,0.083,0.25
